date_time,unity,cattail,hawlings,kitzmiller,barnum,barton,bloomington,luke,wills,nbp_cumb,patterson,sbr,town,pawpaw,sideling,cacapon,hancock,conoco,opequon,antietam,shen_mill,por,monoc_jug,bennett,goose,seneca,lfalls,cedar
2022-07-16,4,3,4,22,69,1,16,120,12,110,3,53,3,202,1,29,231,49,37,57,357,900,84,6,19,20,616.0890000000002,22
2022-07-17,4,4,4,22,69,1,16,120,17,121,4,52,3,200,1,28,222,47,38,56,330,854,99,6,32,20,475.08900000000017,13
2022-07-18,5,4,5,78,69,4,16,120,99,221,7,56,3,271,1,31,224,53,47,57,574,958,141,7,55,41,469.08900000000017,18
2022-07-19,6,4,6,58,69,3,16,120,41,154,7,58,8,296,1,31,297,58,60,61,568,1208,113,7,92,49,814.0890000000002,9
2022-07-20,4,4,4,34,69,2,16,120,27,132,6,71,6,252,1,87,342,52,46,55,507,1108,98,5,44,24,829.0890000000002,7
2022-07-21,4,3,3,26,72,1,16,120,21,123,5,70,4,245,0,59,311,46,40,52,400,1089,78,5,29,21,646.0890000000002,5
2022-07-22,3,3,3,26,72,1,16,120,18,121,4,60,4,228,0,43,283,41,36,51,354,989,67,4,22,21,594.0890000000002,4
2022-07-23,3,3,3,23,75,1,16,120,16,117,3,53,3,223,0,35,268,40,33,52,342,885,58,4,18,21,466.08900000000017,4
2022-07-24,3,3,2,19,78,1,16,120,14,120,4,54,3,215,0,31,266,39,32,59,297,851,53,4,17,18,356.08900000000017,3
2022-07-25,3,3,2,37,75,3,16,120,16,126,5,60,3,215,1,28,245,46,32,53,290,833,51,4,15,19,374.08900000000017,5
2022-07-26,3,3,2,48,72,4,13,120,15,134,9,76,3,236,0,30,241,44,34,52,276,812,51,4,21,19,405.08900000000017,9
2022-07-27,4,3,3,32,73,2,16,120,14,117,6,75,3,244,0,43,268,42,31,52,278,781,53,4,20,18,326.08900000000017,5
2022-07-28,3,3,2,26,76,2,16,120,13,119,5,64,3,225,0,36,279,40,31,51,276,796,53,4,17,18,295.08900000000017,4
2022-07-29,3,3,3,26,73,4,17,120,19,130,5,71,3,220,0,32,265,40,30,51,266,781,50,4,17,20,335.08900000000017,3
2022-07-30,4,3,3,49,68,5,16,120,18,124,6,87,4,254,1,30,254,59,30,54,280,802,50,6,18,28,326.08900000000017,3
2022-07-31,4,3,3,34,68,3,17,120,19,120,5,81,5,248,2,31,281,48,30,50,294,842,64,5,21,20,301.08900000000017,4
2022-08-01,7,4,4,28,68,6,16,120,28,132,5,68,4,252,1,33,286,70,49,60,293,906,99,11,22,32,381.08900000000017,3
2022-08-02,4,3,3,35,68,4,16,120,27,128,4,73,7,244,1,33,281,70,43,57,311,903,112,5,35,23,579.0890000000002,3
2022-08-03,3,3,2,36,70,3,15,120,22,121,4,124,6,265,1,32,269,59,41,51,275,900,87,5,24,19,481.08900000000017,3
2022-08-04,5,7,5,25,71,2,15,120,92,182,3,95,6,266,1,32,292,51,34,51,278,882,73,4,17,18,429.08900000000017,2
2022-08-05,15,14,9,29,71,8,15,120,122,220,3,81,5,348,2,33,295,52,62,57,311,918,66,6,72,53,899.0890000000002,6
2022-08-06,7,8,5,38,74,13,15,120,146,266,6,106,9,415,5,29,412,55,65,51,317,1025,57,5,56,25,719.0890000000002,6
2022-08-07,5,4,3,44,77,7,15,120,98,205,6,186,13,439,4,72,482,51,44,49,345,1040,64,4,33,21,567.0890000000002,3
2022-08-08,4,4,2,29,78,5,15,120,58,164,6,231,9,439,6,96,549,45,38,49,300,1083,59,4,23,19,512.0890000000002,3
2022-08-09,4,3,2,22,74,3,15,120,40,146,5,210,7,418,4,67,516,41,34,52,303,1166,67,3,19,18,524.0890000000002,3
2022-08-10,4,5,3,20,69,3,15,120,34,139,4,195,6,366,3,51,473,39,41,54,314,1227,91,3,21,59,683.0890000000002,81
2022-08-11,5,4,4,47,69,5,15,120,32,132,4,161,23,485,11,45,470,63,183,50,650,1361,93,5,31,63,1143.0890000000002,31
2022-08-12,4,3,2,56,69,3,15,120,24,117,9,130,19,345,13,71,534,67,89,47,601,1678,61,4,34,26,954.0890000000002,7
2022-08-13,3,3,2,39,69,2,15,120,19,110,7,121,9,294,6,53,406,48,53,45,430,1492,48,3,20,20,1088.0890000000002,4
2022-08-14,3,3,2,28,69,2,15,120,17,108,5,124,6,285,4,48,342,42,44,43,403,1245,42,3,16,18,878.0890000000002,3
2022-08-15,3,3,2,25,69,3,15,120,18,115,5,98,6,268,3,41,333,41,41,45,326,1059,45,4,15,20,686.0890000000002,4
2022-08-16,3,3,2,26,69,3,15,120,18,113,4,90,7,270,2,35,308,48,41,47,311,937,56,4,16,19,524.0890000000002,4
2022-08-17,3,4,2,26,69,2,15,120,17,109,4,98,6,251,2,53,305,48,38,45,311,921,95,3,16,17,393.08900000000017,3
2022-08-18,3,5,2,25,69,2,15,120,16,107,4,98,5,254,2,52,303,49,36,48,295,894,87,3,14,17,399.08900000000017,3
2022-08-19,3,3,1,22,69,2,15,120,15,104,4,90,5,243,1,41,294,43,34,42,289,906,57,3,12,18,390.08900000000017,2
2022-08-20,3,3,1,23,68,1,15,120,13,102,3,81,4,231,2,35,276,41,34,41,297,851,50,3,11,19,356.08900000000017,2
2022-08-21,3,3,3,24,68,1,15,120,13,100,3,73,4,218,2,31,259,34,31,40,274,830,64,3,10,18,310.08900000000017,2
2022-08-22,4,4,4,32,68,8,13,120,17,106,3,70,3,212,1,28,245,48,32,41,270,790,53,4,10,20,329.08900000000017,3
2022-08-23,3,3,3,31,68,9,12,120,20,109,3,63,3,217,1,26,233,69,72,41,271,1025,47,4,11,20,326.08900000000017,3
2022-08-24,3,3,2,24,68,5,12,120,15,101,3,58,3,203,1,25,233,52,44,41,260,906,46,3,12,17,390.08900000000017,3
2022-08-25,2,3,2,22,71,3,13,120,13,98,3,56,3,191,1,23,222,42,36,41,345,934,45,2,10,16,341.08900000000017,2
2022-08-26,2,2,1,21,71,4,14,120,14,103,3,52,2,187,1,22,209,39,34,40,293,864,44,2,10,15,332.08900000000017,2
2022-08-27,2,2,1,21,226,3,14,120,14,114,2,87,4,190,1,21,202,40,33,40,263,748,40,2,9,16,277.08900000000017,2
